|axa|brand|AXA Group Operations SAS|
|axa|brand|Axa|
|ax|country-code|Ålands landskapsregering|
|azure|brand|Microsoft Corporation|
|azure|brand|Microsoft (Azure)|
|az|country-code|IntraNS|
|baby|generic|XYZ.COM LLC|
|baidu|brand|Baidu, Inc.|
|baidu|brand|Baidu|
|banamex|generic|Citigroup Inc.|
|bananarepublic|brand|Gap (Banana Republic)|
|bananarepublic|brand|Not assigned|
|band|generic|Dog Beach, LLC|
|bank|generic|fTLD Registry Services, LLC|
|barcelona|generic|Municipi de Barcelona|
|barclaycard|brand|Barclays Bank PLC|
|barclaycard|brand|Barclays|
|barclays|brand|Barclays Bank PLC|
|barclays|brand|Barclays|
|barefoot|generic|Gallo Vineyards, Inc.|
|bargains|generic|Binky Moon, LLC|
|bar|generic|Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable|
|baseball|generic|MLB Advanced Media DH, LLC|
|basketball|brand|FIBA|
|basketball|brand|Fédération Internationale de Basketball (FIBA)|
|bauhaus|brand|Werkhaus GmbH|
|bayern|generic|Bayern Connect GmbH|
|ba|country-code|University Tele-Informatic Center (UTIC)|
|bbc|brand|BBC|
|bbc|brand|British Broadcasting Corporation|
|bbt|brand|BB&T Corporation|
|bbt|brand|BB&T|
|bbva|brand|BANCO BILBAO VIZCAYA ARGENTARIA, S.A.|
|bbva|brand|Banco Bilbao Vizcaya Argentaria|
|bb|country-code|Ministry of Innovation, Science and Smart Technology|
|bcg|brand|Boston Consulting Group|
|bcg|brand|The Boston Consulting Group, Inc.|
|bcn|generic|Municipi de Barcelona|
|bd|country-code|Posts and Telecommunications Division|
|beats|generic|Beats Electronics, LLC|
|beauty|generic|XYZ.COM LLC|
|beer|generic|Registry Services, LLC|
|bentley|brand|Bentley|
|bentley|brand|Not assigned|
|berlin|generic|dotBERLIN GmbH & Co. KG|
|bestbuy|brand|BBY Solutions, Inc.|
|bestbuy|brand|Best Buy (BBY Solutions, Inc.)|
|best|generic|BestTLD Pty Ltd|
|bet|generic|Identity Digital Limited|
|be|country-code|DNS Belgium vzw/asbl|
|bf|country-code|Autorité de Régulation des Communications Electroniques et des Postes (ARCEP)|
|bg|country-code|Register.BG|
|bharti|brand|Bharti Enterprises (Holding) Private Limited|
|bharti|brand|Bharti Enterprises|
|bh|country-code|Telecommunications Regulatory Authority (TRA)|
|bible|generic|American Bible Society|
|bid|generic|dot Bid Limited|
|bike|generic|Binky Moon, LLC|
|bingo|generic|Binky Moon, LLC|
|bing|brand|Microsoft Corporation|
|bing|brand|Microsoft (Bing)|
|bio|generic|Identity Digital Limited|
|biz|generic-restricted|Registry Services, LLC|
|biz|pseudo-sld|custom|
|bi|country-code|Centre National de l'Informatique|
|bj|country-code|Autorité de Régulation des Communications Electroniques et de la Poste du Bénin (ARCEP BENIN)|
|blackfriday|generic|Registry Services, LLC|
|black|generic|Identity Digital Limited|
|blanco|brand|BLANCO GmbH + Co KG|
|blanco|brand|Not assigned|
|blockbuster|generic|Dish DBS Corporation|
|blog|generic|Knock Knock WHOIS There, LLC|
|bloomberg|brand|Bloomberg IP Holdings LLC|
|bloomberg|brand|Bloomberg|
|blue|generic|Identity Digital Limited|
|bl|country-code|Not assigned|
|bms|brand|Bristol Myers Squibb|
|bms|brand|Bristol-Myers Squibb Company|
|bmw|brand|BMW|
|bmw|brand|Bayerische Motoren Werke Aktiengesellschaft|
|bm|country-code|Registry General Department, Ministry of Home Affairs|
|bnl|brand|Banca Nazionale del Lavoro|
|bnl|brand|Not assigned|
